1	0.1647417371471723
2	0.1809311384956042
3	0.07113312308986981
4	0.1506163775920868
5	0.09562804053227107
6	0.07149586329857509
7	0.06360885749260585
8	0.048968071738878884
9	0.11552029848098755
10	0.053159113973379135
11	0.045322963347037636
12	0.05500310783584913
13	0.06608625128865242
14	0.05711427082618078
15	0.05235810702045759
16	0.09480731189250946
17	0.05426455910007159
18	0.04682517175873121
19	0.07123555739720662
20	0.0561108353237311
21	0.05052890876928965
22	0.05727878957986832
23	0.04275591174761454
24	0.038384935508171715
25	0.03927513832847277
26	0.04089232782522837
27	0.04682434598604838
28	0.03926801308989525
29	0.051923975348472595
30	0.05353716512521108
31	0.043280791491270065
32	0.03417312353849411
33	0.04575879250963529
34	0.043706352512041725
35	0.04723333070675532
36	0.04683983325958252
37	0.04206381241480509
38	0.04399042949080467
39	0.05693825085957845
40	0.032873500138521194
41	0.049919365594784416
42	0.03328803119560083
43	0.03458279619614283
44	0.038730353116989136
45	0.056568833688894905
46	0.07092847923437755
47	0.03639710694551468
48	0.043026105811198555
49	0.04976985231041908
50	0.035108098139365516
